date,collected_total,collected_A,collected_B,collected_O,collected_AB,team_total,Individual_donate,demand_total,demand_A,demand_B,demand_O,demand_AB,supply_total,supply_A,supply_B,supply_O,supply_AB,platelet_collection,platelet_collection_tx_units,platelet_collection_A,platelet_collection_B,platelet_collection_O,platelet_collection_AB,platelet_supply,platelet_supply_A,platelet_supply_B,platelet_supply_O,platelet_supply_AB
10/07/2019,3752.1,1121.3,999.2,1337,294.6,1444,2308.1,4800,1500,1200,1800,300,4748,1550.5,1332,1506,359.5,569,903.1,267.6,250.1,315.7,69.7,937.5,290.4,246,317.7,83.4
10/14/2019,4488.55,1403.45,1174,1541.1,370,1823.2,2665.35,4550,1100,1000,2000,450,4665.5,1308.5,1130.5,1729,497.5,528,827.6,251.6,228.7,269.3,78,867.2,249.2,239.5,300,78.5
10/21/2019,4146.35,1231.25,1137.6,1396.95,380.55,1823.2,2323.15,4500,1500,1100,1400,500,4537,1361.5,1066.5,1575,534,606,943.1,285,254.6,318.6,84.9,960.1,280.4,280.6,325.3,73.8
10/28/2019,4424.8,1358.55,1156.8,1491.9,417.55,2645,1779.8,5100,1500,1300,1800,500,4836,1415.5,1312.5,1665.5,442.5,501,800.6,260.9,198.3,261.3,80.1,879.2,272.2,229.6,279.8,97.6
11/04/2019,4789.2,1481.4,1213.65,1700.75,393.4,2581.55,2207.65,4950,1500,1200,1800,450,4983,1532.5,1259.5,1760.5,430.5,515,840.8,253.5,242.5,250.4,94.4,904.8,286.5,259,278.7,80.6
11/11/2019,4445.1,1364.7,1150.5,1541.05,388.85,2693.25,1751.85,5050,1500,1300,1900,350,5107.5,1512,1352.5,1895,348,517,824.8,265,207.3,279.9,72.6,868.9,262.1,229,282.9,94.9
11/18/2019,5519.24,1708.7,1432.24,1934.4,443.9,3759.5,1759.74,4650,1400,1200,1700,350,4735,1530.5,1247,1606,351.5,581,897.6,246.8,248,310.2,92.6,918.7,295.3,242.5,305.4,75.5
11/25/2019,4234.5,1251.45,1078.8,1501.55,402.7,2652,1582.5,4950,1500,1300,1800,350,5123,1585.5,1307,1858.5,372,556,864.9,277.7,243.4,263.9,79.9,889.4,264.7,230.4,290.1,104.2
12/02/2019,3303.05,975.85,910.45,1164.4,252.35,1455.5,1847.55,3950,1200,800,1600,350,4073,1309,971.5,1415.5,377,530,820.2,237.3,214.5,290.4,78,856.6,261.9,241.1,281.5,72.1
12/09/2019,4768.5,1521.15,1227.95,1657.25,362.15,2758,2010.5,5050,1600,1200,1900,350,4981.5,1628,1246,1784,323.5,536,821.7,260.1,233.8,265.9,61.9,833.5,253.1,231.5,278.4,70.5
12/16/2019,3749.8,1162.9,1044.95,1210.05,331.9,2333,1416.8,4950,1600,900,2100,350,4856,1572.5,1058.5,1882.5,342.5,535,847.7,268,218.9,286.9,73.9,988.4,328.8,279,311.1,69.5
12/23/2019,1865.3,551.25,496.95,656.35,160.75,451.75,1413.55,4750,1500,1200,1600,450,3820.5,1257,1180.5,998,385,484,756.1,211.9,235.9,227.2,81.1,807.6,220.7,230.5,272.3,84.1
12/30/2020,3090.2,914.95,876.25,1028.75,270.25,750,2340.2,4600,1500,1000,1800,300,3852.5,1246.5,1119,1175.5,311.5,557,879.3,260.3,247.9,307.6,63.5,954.6,285.4,278.5,312.6,78.1
01/06/2020,4647.8,1402.1,1221.15,1676.2,348.35,1770.5,2877.3,4150,1100,1100,1600,350,4052.5,1128,1204,1289,431.5,516,803.2,241.7,208.5,270,83,759.5,225.8,196.4,265.4,71.9
1/13/2020,3105.85,890.55,849.25,1096.65,269.4,1329.7,1776.15,4700,1500,1100,1700,400,4234.5,1278,1218,1341.5,397,475,756.2,230.9,229.9,232.7,62.7,878.5,287.3,253.1,250.7,87.4
1/27/2020,927.7,254.75,268.7,317.25,87,,927.7,3500,1000,1000,1200,300,1932.5,515,732.5,450,235,320,513,128.2,141.4,188.8,54.6,645.2,145.2,188.6,250.5,60.9
1/20/2020,564.35,174.65,143.75,198.45,47.5,,564.35,3500,1000,1000,1200,300,2520,659,814.5,788.5,258,289,467.3,131,123.9,172.9,39.5,464.6,136.1,130.8,153.7,44
02/03/2020,454.5,134,112.5,172.5,35.5,,454.5,2600,900,700,800,200,1979.5,724,629.5,432,194,219,367.8,90.8,103.2,139.8,34,405.1,106.2,99.1,167.3,32.5
02/10/2020,1438.08,431.15,398.23,492.2,116.5,680,758.08,4550,1200,1200,1800,350,2201.5,689,553,715.5,244,306,498.8,160.8,134.3,162.1,41.6,541.3,166.6,160.9,158.3,55.5
2/17/2020,1894.75,553.75,513.5,663.85,163.65,537.5,1357.25,4650,1400,1200,1600,450,2408.5,712,740.5,779.5,176.5,437,849.85,273.55,180.35,267.6,128.35,599.8,196.3,151.3,194.2,58
2/24/2020,3398.7,972.2,943.5,1182.3,300.7,733.4,2665.3,4350,1300,1200,1500,350,3158.5,979,892,1061,226.5,524,773.45,228,235.2,241.55,68.7,727.6,201.4,230.8,236.4,59
03/02/2020,4424.35,1367.9,1225.75,1485.45,345.25,920.5,3503.85,4450,1400,1100,1600,350,3504,1113,865,1156.5,369.5,546,804.2,217.6,215.95,299.6,71.05,840.1,233.5,229,292.6,85
03/09/2020,4397.3,1292.45,1130.2,1532.6,442.05,1609.85,2787.45,4400,1400,1100,1600,300,3999,1253.5,1112.5,1384,249,550,856.35,255.2,271.4,259.25,70.5,859.8,241.3,269.4,286.5,62.6
3/16/2020,5054,1430.6,1354.6,1811.3,457.5,1849.2,3204.8,4800,1600,1300,1600,300,4340,1430,1146.5,1462.5,301,569,910.6,245.8,233.7,331.6,99.5,960.7,267.6,243.3,354.6,95.2
3/23/2020,4349.05,1302.9,1239.45,1437.35,369.35,2306.6,2042.45,5000,1700,1200,1800,300,4487.5,1425.5,1136.5,1597,328.5,620,999.8,307.4,272.8,321.2,98.4,996.1,301.1,285.9,309.7,99.4
3/30/2020,3484.1,1040,922.5,1194.35,327.25,551.5,2932.6,4050,1200,1100,1400,350,3203,853,911,1085,354,534,851.2,267.6,205.4,306.2,72,897,289.6,214.8,310.8,81.8
04/06/2020,4276.2,1364.1,1101.6,1469.7,340.8,1603.65,2672.55,5150,1600,1400,1800,350,4867.5,1439,1412,1664,352.5,575,919.7,284.2,225.2,309.7,100.6,947.2,287.9,225,349.6,84.7
4/13/2020,3871.85,1178.85,951.85,1351.65,389.5,1849.05,2022.8,4450,1400,1100,1600,350,4016,1178.5,1041.5,1447,349,599,963.4,285.7,243.2,350.4,84.1,966.2,274,261.1,333.4,97.7
04/02/2020,3704.4,1139.25,966.65,1271.3,327.2,1398.6,2305.8,4300,1400,1100,1500,300,4024,1323.5,990.5,1407,303,580,948.7,279,256.9,303.6,109.2,1059.3,319.2,273.6,357.7,108.8
4/27/2020,4957.55,1423.55,1339.6,1734.65,459.75,1610.7,3346.85,4420,1400,1100,1600,320,4322.5,1364,1143.5,1490,325,572,937.2,295,246.1,293.9,102.2,942.3,298.3,246.7,299.5,97.8
05/04/2020,2799.05,853.35,767.75,947.1,230.85,600.8,2198.25,4350,1300,1100,1600,350,3343.5,979.5,863,1115.5,385.5,608,993.8,282.5,267.4,319.7,124.2,1024,291.2,281.4,328.5,122.9
05/11/2020,2824.55,813.1,689.25,1091.4,230.8,629.6,2194.95,4950,1600,1200,1800,350,4519,1424.5,1185.5,1528,381,567,903.9,266.2,248.4,324.8,64.5,903.2,267.5,243,314,78.7
5/18/2020,4820.6,1407.75,1271.15,1724.9,416.8,2803.5,2017.1,5250,1700,1300,1900,350,5410,1736.5,1308,1990.5,375,562,887.8,280.7,189.5,293.5,124.1,895.5,269,222.5,301.7,102.3
5/25/2020,3612.05,1052,948.8,1238.95,372.3,1731.55,1880.5,4350,1400,1000,1600,350,3854,1078.5,935.5,1467.5,372.5,620,970.7,251.2,294.3,332.7,92.5,993.5,275.3,259.7,350.2,108.3
06/01/2020,3340.7,1029.7,917.95,1103.55,289.5,1574.3,1766.4,4550,1400,1200,1600,350,4219.5,1168.5,1199.5,1499.5,352,577,923.4,294.6,242.6,270.8,115.4,993.5,306.3,282.8,308.2,96.2
06/08/2020,5695.4,1719.8,1516,1968.7,490.9,3194.85,2500.55,4750,1500,1300,1600,350,4859.5,1483,1373,1656,347.5,684,1084.3,292.2,292.4,395.3,104.4,995.7,261,279.5,349.3,105.9
6/15/2020,5259.5,1521.65,1444.2,1801.35,492.3,3627.2,1632.3,5150,2000,1000,1800,350,5377,1873,1294,1847,363,490,790.9,228.3,200.6,274.2,87.8,1029.7,288.9,275.8,365.7,99.3
6/22/2020,4601.8,1389.85,1247.25,1527.2,437.5,2860.6,1741.2,5050,1600,1300,1800,350,4614.5,1267,1409,1561.5,377,574,913.2,253.1,253.6,311.2,95.3,954.4,271.1,249.5,314,119.8
6/29/2020,6234.05,1887.4,1760.05,2065,521.6,3463.2,2770.85,5200,1700,1100,2000,400,5227,1630,1280.5,1913.5,403,643,1013.6,280.6,304.2,315.6,113.2,913.5,260.2,264.5,294.1,94.7
07/06/2020,4561.3,1368,1212.6,1592.95,387.75,2939.05,1622.25,4550,1500,1100,1600,350,4486,1340.5,1272,1511,362.5,601,965.4,298.2,221.9,354.3,91,1017.8,295.4,268.4,357.8,96.2
7/13/2020,3853.2,1174.95,1137.35,1235.9,305,2022.75,1830.45,4900,1600,1200,1800,300,4459.5,1456.5,1202.5,1497.5,303,614,955.3,272.2,279.7,298.2,105.2,996.7,313.5,272.7,316.1,94.4
7/20/2020,3969.4,1163.5,975.75,1470.9,359.25,2232.1,1737.3,5150,1600,1400,1800,350,4427.5,1245.5,1356,1431,395,568,930.3,273.8,260.6,309,86.9,938.2,255,270.1,307.9,105.2
7/27/2020,3116.6,878.7,923.25,1021.8,292.85,1497.6,1619,4950,1500,1500,1600,350,3674.5,1039,1171.5,1099.5,364.5,605,979.7,308.7,245.7,308.7,116.6,992.3,332.6,256.3,314.2,89.2
08/03/2020,2541.15,739.35,651.15,930.65,220,444.25,2096.9,4550,1400,1200,1600,350,3153.5,1009,752.5,1051,341,615,999.2,253,281.2,362.3,102.7,1023.7,267.4,285.8,353.8,116.7
08/10/2020,2853.95,864.6,761.1,1002.65,225.6,685.5,2168.45,4250,1400,1100,1400,350,3169,1055,775.5,1016.5,322,583,946.9,260.4,249.7,332.7,104.1,1022.7,277.4,266.1,374.7,104.5
8/17/2020,3669.8,1191.2,891.9,1268.2,318.5,1606.6,2063.2,4750,1600,1200,1600,350,3633,1043,1032,1201.5,356.5,580,902.2,280.6,232.7,294.9,94,966.9,290.4,250.1,315.6,110.8
8/24/2020,4587.05,1347.2,1241.85,1607.7,390.3,1589.85,2997.2,4600,1500,1200,1600,300,4025.5,1182.5,1121.5,1410.5,311,539,876,262.7,241.9,283.4,88,926.8,268.4,277.1,296.9,84.4
8/31/2020,3130.8,906.85,813.35,1150.4,260.2,927.25,2203.55,4450,1400,1200,1600,250,3490,1070.5,939.5,1185,295,600,984.3,279.5,261.4,345.4,98,1002.5,299.4,249.5,348.6,105
09/07/2020,4043.5,1189.45,1055.45,1439.6,359,1994,2049.5,4700,1600,1200,1600,300,3687.5,1126.5,920.5,1322,318.5,603,974.8,275.7,288,324.5,86.6,999.7,267.8,300.4,354.9,76.6
9/14/2020,3495.05,1089.95,934,1206.1,265,1555.4,1939.65,4650,1400,1300,1600,350,3813.5,1013,1059,1362.5,379,572,938.7,276.1,252.8,314.6,95.2,980.3,286.4,292.8,310.4,90.7
9/21/2020,4685.05,1433.45,1220.25,1568.6,462.75,2364.65,2320.4,5250,1600,1500,1900,250,5018,1459,1437.5,1844,277.5,572,921.5,285.3,235.5,316.6,84.1,1010.5,295.6,263.8,354.1,97
9/28/2020,4999.65,1609.3,1347.25,1641.95,401.15,1875.8,3123.85,4750,1600,1200,1600,350,4361.5,1396,1170.5,1433.5,361.5,566,938.1,278.2,262.7,317.4,79.8,1016.7,330,265.2,327.1,94.4
01/05/2020,2885.9,851.05,750,1027.15,257.7,270.55,2615.35,4050,1300,1000,1400,350,3363.5,1024.5,878.5,1131,329.5,570,954,270.3,267.8,317.9,98,903.8,231.5,282.9,296.7,92.7
01/12/2020,2821.2,797.25,785.05,992.65,246.25,356,2465.2,4250,1200,1100,1600,350,3620.5,1067.5,849,1309,395,627,1021.7,291.7,290.9,325.8,113.3,992.5,298.1,261.1,334.3,99
1/19/2020,5609.75,1754.1,1427.35,1897.85,530.45,3299.65,2310.1,5350,1800,1400,1800,350,5296.5,1746,1366.5,1798,386,562,927.6,258.9,258,314.4,96.3,1005.1,280.1,295.9,323.4,105.7
1/26/2020,6338.05,1919.3,1671.85,2226.5,520.4,4358.45,1979.6,5100,1600,1100,2000,400,5688,1807.5,1387.5,2077,416,577,960.3,295.3,256.6,319.2,89.2,987.5,303.7,275,324.7,84.1
11/02/2020,3721.95,1086.55,1022.7,1282,330.7,1751.75,1970.2,5250,1800,1200,1900,350,5136,1641,1213,1905,377,563,936.2,300.5,264.9,296.9,73.9,983.7,295.1,270.5,331.1,87
11/09/2020,4327.95,1337.4,1118.05,1491.25,381.25,2388.2,1939.75,4850,1500,1400,1600,350,4802.5,1469,1409.5,1550,374,650,1065.3,323.7,292.2,342.3,107.1,1050.6,337.8,287.9,329.2,95.7
11/16/2020,6155.15,1873.85,1624.25,2172.55,484.5,3921,2234.15,5130,1600,1300,1800,430,5170.5,1516,1347.5,1876.5,430.5,624,1039.6,276.4,290.6,371.3,101.3,1101.6,283.4,329.4,387.8,101
11/23/2020,5714.25,1587.75,1524.5,2060.5,541.5,4136.25,1578,4650,1400,1100,1800,350,4894,1439.5,1262,1804.5,388,609,998.8,316.2,247.7,315.1,119.8,1017.6,316.6,257.8,336.6,106.6
11/30/2020,6825.4,2041.45,1760.65,2407.15,616.15,4677.85,2147.55,4650,1400,1300,1600,350,4974,1533.5,1361,1768.5,311,618,1033.1,308.1,294.7,342.7,87.6,1080.6,330.4,304.6,337.3,108.3
12/07/2020,4338.2,1204.05,1216.3,1486.45,431.4,2560.35,1777.85,5800,1750,1500,2100,450,5800,1728.5,1526,2088,457.5,617,988.4,303.2,266.7,318.8,99.7,1043.3,326.5,274.3,354.2,88.3
12/14/2020,5270.15,1647.35,1412.05,1808.7,402.05,3600.95,1669.2,4950,1400,1400,1800,350,5210,1617,1431,1811.5,350.5,616,1013.2,245.7,319.8,352.8,94.9,1045.5,280.8,341.7,312.5,110.5
12/21/2020,3979.6,1239.3,1088.25,1295.55,356.5,2150.9,1828.7,5000,1600,1300,1700,400,4914,1595.5,1262,1666.5,390,561,913.6,289.9,234.7,292.5,96.5,949.6,276.5,252.5,343.1,77.5
12/28/2021,2837.3,783.65,816.3,976.55,260.8,2837.3,0,5050,1500,1400,1800,350,4728.5,1254.5,1411.5,1681.5,381,684,1142.8,333.9,326,371.5,111.4,1136.4,342.3,327.5,344.1,122.5
01/04/2021,3267.35,1024.2,893.65,1089.85,259.65,1880.95,1386.4,5050,1500,1300,1800,450,4755.5,1222.5,1377,1711.5,444.5,545,898.4,263.4,237.3,292.6,105.1,947.2,246.5,257,340,103.7
01/11/2021,2684.5,798,729.45,920.55,236.5,813,1871.5,4600,1600,1200,1400,400,3376,914,1016,1060,386,616,1029.3,304.3,309,331,85,1011.9,323.1,282,306.8,100
1/18/2021,2952.45,950.9,750.45,968.3,282.8,595.5,2356.95,4250,1300,1100,1500,350,3684,1086.5,885.5,1291.5,420.5,619,1018,319.3,252.4,348.4,97.9,1113.4,328.2,309.1,385.1,91
1/25/2021,3488.45,1045.25,957.5,1169.2,316.5,1179.1,2309.35,4200,1200,1200,1400,400,3113,865,860.5,1006,381.5,600,1002.2,318.5,280.6,317.3,85.8,1056.9,317.6,302.3,338.3,98.7
02/01/2021,3598.25,1102.9,976.35,1218.85,300.15,1376.7,2221.55,4200,1300,1200,1400,300,3281,963,913.5,1129,275.5,505,796.3,243.9,209.8,260.2,82.4,979.2,326.4,254.7,305.2,92.9
02/08/2021,1964.95,602.5,541.55,629.9,191,116.75,1848.2,4100,1200,1200,1400,300,2793,814.5,769,898,311.5,603,980.8,288.6,287.5,310.2,94.5,939.7,284.8,273.4,301.5,80
2/15/2021,2244.7,658.9,623.8,782,180,,2244.7,4100,1300,1100,1400,300,2410.5,675.5,675,754,306,496,822,248,225.8,254.7,93.5,850.6,247,239.9,273.5,90.2
2/22/2021,3263.9,993.7,855,1119.7,295.5,116.75,3147.15,4150,1300,1100,1400,350,3582.5,1116,990,1150,326.5,598,979.3,279.4,271.2,334.2,94.5,932.6,261.2,259.5,316.4,95.5
03/01/2021,4195.45,1275.3,1085.45,1447.7,387,1822,2373.45,4450,1300,1200,1600,350,3938.5,1145.5,1142.5,1291,359.5,607,999.8,276.5,312.2,320.9,90.2,1038.1,305,293.7,348.8,90.6
03/08/2021,4041.8,1215.95,1046.95,1444.85,334.05,1441.4,2600.4,4700,1500,1200,1600,400,4241.5,1375,1134.5,1362,370,639,1032.6,267.4,273,385.1,107.1,1057.9,277.4,305.6,383.5,91.4
3/15/2021,4096.2,1199.2,1090.75,1416.25,390,1490.55,2605.65,4700,1500,1200,1600,400,4462,1427,1237.5,1448,349.5,739,1214.7,340.6,358.5,395.9,119.7,1232.2,323.4,358.6,411.7,138.5
3/22/2021,4994.4,1521.75,1335.65,1685.05,451.95,2453.4,2541,5600,1800,1400,2000,400,5682.5,1857,1420.5,2013.5,391.5,635,1054.3,301.3,312.9,354.4,85.7,1102.3,321,338.7,358.9,83.7
3/29/2021,4603.35,1422.85,1208.15,1583.95,388.4,1984.65,2618.7,5300,1600,1500,1800,400,5200.5,1582.5,1442.5,1769,406.5,638,1037.3,287,317.7,333.7,98.9,1244.4,335.3,366.9,433,109.2
04/05/2021,3730.95,1081.8,1050.2,1274.45,324.5,1088.2,2642.75,4500,1400,1100,1600,400,4046,1216.5,1047.5,1413,369,603,1004.8,266.1,274.1,367.7,96.9,951.4,271.9,267.6,316.9,95
04/12/2021,4351.65,1236.7,1205.95,1564.5,344.5,2293.95,2057.7,5200,1600,1300,1800,500,4657.5,1362.5,1355.5,1491,448.5,627,1034.9,266.9,332.4,347.1,88.5,1113.4,293.8,350.1,381,88.5
4/19/2021,3067.9,926.5,783.65,1074.95,282.8,988.65,2079.25,4700,1500,1200,1600,400,3900,1092.5,1062.5,1326.5,418.5,555,892.1,252,252.3,311.1,76.7,966.5,250.9,285.6,349.7,80.3
4/26/2021,4092.4,1246.95,1122.2,1317.85,405.4,1489.45,2602.95,4650,1400,1200,1600,450,4116.5,1148,1231,1304,433.5,604,997.8,281.9,265,357.4,93.5,1009.3,305.3,276.4,336.9,90.7
05/03/2021,3564.25,1071.05,980.45,1199.45,313.3,966,2598.25,4700,1600,1100,1600,400,4241,1386.5,1023.5,1412,419,572,920,272.3,255.7,292.1,99.9,1030.3,313,292.6,324.7,100
05/10/2021,5026.3,1518.3,1334,1781.85,392.15,2688.9,2337.4,5000,1600,1200,1800,400,4515.5,1431.5,1149.5,1553,381.5,598,962,271.7,271.2,321.6,97.5,984.5,302.2,267.2,316.8,98.3
5/17/2021,4099.6,1247,1122.85,1431.25,298.5,2005.3,2094.3,5400,1500,1300,2200,400,5210.5,1411,1372,2020,407.5,587,950.7,274.5,261.3,341.7,73.2,1020.5,277.9,286.4,378,78.2
5/24/2021,6235.55,1924.65,1618.55,2149.7,542.65,3787.75,2447.8,5100,1700,1300,1700,400,5004,1691.5,1275,1633.5,404,714,1146.9,326,322.5,386.8,111.6,1119.8,305.1,340.5,369.3,104.9
5/31/2021,6730.4,2033.5,1697.4,2442.6,556.9,3652.6,3077.8,5750,2000,1250,2000,500,5843.5,1958.5,1231,2145,509,578,936.6,254.6,277,328.3,76.7,1083.8,332.5,304.3,369.3,77.7
06/07/2021,4950.2,1465.6,1388.5,1657.5,438.6,2981.7,1968.5,4950,1600,1300,1700,350,4909,1574,1314,1690.5,330.5,620,996.9,282.6,289.3,317.8,107.2,976.4,279.2,283,324,90.2
6/14/2021,5464.7,1664.55,1485.4,1832.25,482.5,3357.8,2106.9,4900,1600,1300,1650,350,5043.5,1580.5,1418.5,1660.5,384,695,1108.1,303.7,313,397.2,94.2,1268.6,356,346.4,439.4,126.8
6/21/2021,7550.6,2365.1,1943.6,2580.55,661.35,5734.85,1815.75,5300,1600,1300,1900,500,5333,1558,1410.5,1865,499.5,631,999.7,289.7,312.5,312.8,84.7,945.8,248.8,298.8,315.5,82.7
6/28/2021,6665.75,2040.4,1820.2,2206.05,599.1,4377,2288.75,5250,1700,1100,2000,450,5272.5,1692,1112.5,1987.5,480.5,768,1207.8,326,330,437,114.8,1290.7,374,375.1,422.2,119.4
07/05/2021,5886.3,1733.6,1605,2011.55,536.15,3874.7,2011.6,4500,1500,1000,1700,300,4838.5,1570.5,1192.5,1747,328.5,619,988,286.9,264.1,358.7,78.3,968.7,259.9,282.3,343.7,82.8
07/12/2021,4106.05,1248.7,1139,1329,389.35,2312.2,1793.85,5400,1900,1300,1800,400,5298.5,1772.5,1281,1829.5,415.5,597,962,297.6,255,316.6,92.8,1065.4,332.5,259.7,374.7,98.5
7/19/2021,3286.15,958.9,890.55,1134.95,301.75,2084.1,1202.05,5300,1700,1200,2000,400,5567.5,1696,1408,2049,414.5,599,940.1,261.5,263.9,333.6,81.1,1044.1,303.5,302.9,355.4,82.3
7/26/2021,3503.35,1006.4,1022.55,1157.4,317,1574.3,1929.05,4700,1600,1000,1800,300,3964.5,912,1224,1469.5,359,660,1038.8,291.1,278.9,346.1,122.7,970.5,247.5,278.4,341.5,103.1
08/02/2021,4349.2,1445.85,1125.6,1421.1,356.65,2288,2061.2,4800,1600,1300,1600,300,4241,1245,1321,1308,367,672,1060.3,285.7,325,363,86.6,1143.7,324,324.5,390.7,104.5
08/09/2021,2975,905.8,757.1,1063.1,249,874.2,2100.8,4800,1600,1200,1600,400,4688,1397.5,1442.5,1430,418,698,1122.9,332,300.3,382.4,108.2,1116.6,316.8,313.7,397.6,88.5
8/16/2021,3370.3,1053.4,887.3,1099.35,330.25,1216.85,2153.45,5100,1600,1300,1800,400,3975.5,1081.5,1270,1245,379,726,1130,302.3,322,410.5,95.2,1208.3,338.8,348.2,407.9,113.4
8/23/2021,3180,975.5,884.35,1031.55,288.6,443.85,2736.15,5100,1800,1100,1800,400,5161,1560,1513.5,1727.5,360,640,1056.2,329,279.6,348.3,99.3,1193.1,368.6,319.7,410.4,94.4
8/30/2021,3750,1132.6,982.35,1270.4,364.65,1342.5,2407.5,5150,1600,1400,1800,350,4683.5,1364.5,1464,1488.5,366.5,710,1141.8,352.4,322.2,370.8,96.4,1158.9,370.1,319,361.9,107.9
09/06/2021,3151,977.65,830.5,1050.2,292.65,1250.25,1900.75,4900,1500,1350,1600,450,4550,1271.5,1377,1427.5,474,659,1050,278,319.8,363.2,89,1102.5,299.3,333.6,384.6,85
9/13/2021,3197.95,948.2,838.25,1117.35,294.15,1400.25,1797.7,4550,1400,1200,1600,350,4109.5,1107,1263,1355.5,384,639,1021.8,304.7,293.5,323.6,100,1138.3,308.6,348.2,374.8,106.7
9/20/2021,5951.6,1755.4,1557.25,2080.7,558.25,2859.8,3091.8,5300,1800,1300,1800,400,5331,1799,1327.5,1799,405.5,755,1221.7,375.4,343,429.3,74,1241.2,393.6,335.6,426.1,85.9
9/27/2021,4891.45,1491.75,1302.25,1675.95,421.5,1703.45,3188,5250,1600,1400,1800,450,5052.5,1527.5,1381.5,1660.5,483,729,1156.5,343.3,335.9,353.8,123.5,1237.5,346.2,391.9,385.9,113.5
10/04/2021,2264.4,645,540.75,865.35,213.3,,2264.4,4800,1600,1200,1600,400,3480.5,1043,913,1135.5,389,654,1050.9,288.8,283.1,398.6,80.4,1096,319.8,298.5,387.9,89.8
10/11/2021,4896.35,1449.05,1332.05,1683.4,431.85,2337.2,2559.15,5300,1600,1500,1800,400,5080,1507.5,1490,1695.5,387,719,1150.2,355,354.6,351.9,88.7,1142.6,343.8,351.9,353.6,93.3
10/18/2021,7620.55,2343.45,2003.95,2648.25,624.9,5477.1,2143.45,5900,2000,1600,2000,300,6322,2012.5,1639.5,2204.5,465.5,636,1050.9,270.4,276.7,411.3,92.5,1070.6,280.4,316,397,77.2
10/25/2021,4645.2,1390.7,1206.55,1632.25,415.7,2463.9,2181.3,5650,1800,1400,2000,450,5557,1753,1395,1950,459,352,1091.1,305.9,318.9,377.7,88.6,1135.9,320.9,306.4,400.6,108
11/01/2021,3395.7,994.45,922.8,1186.05,292.4,1187.1,2208.6,5100,1400,1500,1800,400,4813.5,1125.5,1567,1694.5,426.5,644,1076.5,341.9,275.1,378.3,81.2,1119.9,354.2,296.2,387.5,82
11/08/2021,5442.65,1662.95,1415.95,1873.75,490,3363.25,2079.4,5950,1800,1600,2100,450,5663,1579,1555.5,2085,443.5,617,1033.4,299.5,266.1,378.1,89.7,1155.8,339.9,333.6,384.7,97.6
11/15/2021,8270.3,2460.4,2228,2843.1,738.8,5980.4,2289.9,5650,1700,1600,2200,150,5892.5,1659.5,1650.5,2142.5,440,678,1126.3,305.5,329.9,404,86.9,1137.1,301.8,309.6,441.3,84.4
11/22/2021,4724.8,1366.25,1303.8,1621.75,433,3006.6,1718.2,5200,1500,1500,1800,400,4878,1355,1517,1603.5,402.5,657,1088.2,304,307.7,369.2,107.3,1128.5,311.9,341,375.9,99.7
11/29/2021,2531.25,815.7,651.6,882.45,181.5,,2531.25,5250,1600,1400,1800,450,4269.5,1160.5,1225,1444,440,687,1126.1,310.3,309.6,406.9,99.3,1198,342.6,330.6,421.3,103.5
12/06/2021,4539.1,1343.15,1240.1,1553.45,402.4,26511,-21971.9,5100,1500,1300,1800,500,4421.5,1311.5,1121,1524,465,573,940,285.1,216.3,328,110.6,1052.3,307.8,276.4,362.3,105.8
12/13/2021,1538.5,464.55,411.75,518.5,143.7,,1538.5,3950,1200,1000,1400,350,2828.5,899,628,978.5,323,586,953.1,267.3,277.1,339.7,69,996.6,276.7,261.6,368,90.3
12/20/2021,4955.5,1463.55,1296.6,1719.8,475.55,2221.05,2734.45,4700,1500,1200,1600,400,3686.5,1011,1030.5,1258,387,627,1013.5,322.7,257.6,337.1,96.1,1015.2,330.7,270.3,318.8,95.4
12/27/2022,5015.55,1532.15,1387.25,1613.65,482.5,1903.05,3112.5,5500,1600,1500,2000,400,5260,1625,1493.5,1748.5,393,689,1099.4,317,298.3,399.9,84.2,1120.9,330.9,313.7,392.5,83.8
01/03/2022,3766,1163.85,1007.95,1246.7,347.5,1713.9,2052.1,5100,1500,1400,1800,400,4247.5,1163.5,1122,1569.5,392.5,653,1034.7,285.6,280.7,368.2,100.2,1129,306.3,298.4,420.1,104.2
01/10/2022,4693.55,1457.8,1306,1534.7,395.05,2729,1964.55,5650,1800,1400,2000,450,4972.5,1772.5,1225.5,1522,452.5,600,987.8,301.4,286.3,330.5,69.6,1000,315.7,295.3,311.5,77.5
1/17/2022,3285.35,927.7,880.8,1188.15,288.7,1457.15,1828.2,4800,1500,1300,1600,400,4419.5,1325.5,1272.5,1428,393.5,687,1109.7,336.9,297.1,361,114.7,1130.4,339.2,306.3,384.6,100.3
1/24/2022,1488.7,423.75,381.1,550.5,133.35,192,1296.7,3600,1200,1000,1200,200,3372.5,996,893.5,1090.5,392.5,526,846,228.6,267.4,276.4,73.6,1018,296.4,324,300.5,97.1
1/31/2022,1508.4,455.5,398,500.9,154,,1508.4,3600,1200,1000,1200,200,1865,514,486.5,698,166.5,477,760.3,228.3,209.3,256.5,66.2,768.4,211.9,212.2,276.1,68.2
02/07/2022,1719.25,529.55,473,573.95,142.75,,1719.25,4100,1200,1000,1500,400,2991.5,773.5,931.5,897,389.5,653,1048.1,306.3,336.9,317.4,87.5,947.9,289.7,299.1,281.7,77.4
